chr	start	stop
ENSMUSG00000021552	chr13	58381160	58423513
ENSMUSG00000021550	chr13	58526321	58533056
ENSMUSG00000021546	chr13	58536691	58551339
ENSMUSG00000035367	chr13	58550047	58558965
ENSMUSG00000055254	chr13	58954176	59281784
ENSMUSG00000021557	chr13	59593556	59733041
ENSMUSG00000021555	chr13	59733065	59784197
ENSMUSG00000021556	chr13	59782440	59828564
ENSMUSG00000035248	chr13	59919043	59971041
ENSMUSG00000052957	chr13	60322219	60325179
ENSMUSG00000021559	chr13	60749687	60911005
ENSMUSG00000021456	chr13	62984691	63006552
ENSMUSG00000021458	chr13	63112649	63473910
ENSMUSG00000021461	chr13	63432857	63645092
ENSMUSG00000021466	chr13	63656142	63721412
ENSMUSG00000021470	chr13	63963022	64056004
ENSMUSG00000033114	chr13	64244112	64277198
ENSMUSG00000021476	chr13	64309540	64334361
ENSMUSG00000033102	chr13	64337082	64423104
ENSMUSG00000021482	chr13	64420390	64460576
ENSMUSG00000021477	chr13	64507151	64518704
ENSMUSG00000021514	chr13	65426610	65452036
ENSMUSG00000021520	chr13	67048655	67053443
ENSMUSG00000021519	chr13	67054973	67081368
ENSMUSG00000021518	chr13	67080833	67164574
ENSMUSG00000021510	chr13	67760882	67785921
ENSMUSG00000021536	chr13	68758255	69147818
ENSMUSG00000034575	chr13	69646065	69682822
ENSMUSG00000021595	chr13	69681865	69784299
ENSMUSG00000021594	chr13	69721568	69759750
ENSMUSG00000021598	chr13	69950514	69964348
ENSMUSG00000034525	chr13	70699826	70785937
ENSMUSG00000021606	chr13	73464968	73476661
ENSMUSG00000021607	chr13	73476605	73480647
ENSMUSG00000021608	chr13	73615316	73664580
ENSMUSG00000021610	chr13	73752058	73769020
ENSMUSG00000021612	chr13	73809871	73826145
ENSMUSG00000021565	chr13	73827860	73852984
ENSMUSG00000017756	chr13	73881213	73964874
ENSMUSG00000034152	chr13	74309091	74356936
ENSMUSG00000021576	chr13	74451239	74465699
ENSMUSG00000021577	chr13	74469359	74498436
ENSMUSG00000021578	chr13	74498357	74525921
ENSMUSG00000021583	chr13	74787687	74841320
ENSMUSG00000021585	chr13	74840486	74957023
ENSMUSG00000021591	chr13	75987974	76002178
ENSMUSG00000021589	chr13	76017652	76092199
ENSMUSG00000021592	chr13	76208541	76246797
ENSMUSG00000033991	chr13	76246853	76338442
ENSMUSG00000021596	chr13	76532259	77181399
ENSMUSG00000021597	chr13	77191206	77283937
ENSMUSG00000021537	chr13	81931196	81949687
ENSMUSG00000098087	chr13	84172786	84216118
ENSMUSG00000021548	chr13	85337459	85414401
ENSMUSG00000021549	chr13	85358526	85437670
ENSMUSG00000017778	chr13	86189246	86195023
ENSMUSG00000021614	chr13	89803431	89890814
ENSMUSG00000021615	chr13	89922129	90237754
ENSMUSG00000012422	chr13	90237242	90372677
ENSMUSG00000021619	chr13	91082795	91398070
ENSMUSG00000021620	chr13	91889396	91935688
ENSMUSG00000021621	chr13	91941373	91955824
ENSMUSG00000021708	chr13	92027891	92269375
ENSMUSG00000014850	chr13	92348380	92491533
ENSMUSG00000021707	chr13	92491194	92525641
ENSMUSG00000034334	chr13	92586124	92620570
ENSMUSG00000021706	chr13	92622721	92667376
ENSMUSG00000021703	chr13	92747569	92848613
ENSMUSG00000007617	chr13	93436143	93541637
ENSMUSG00000021690	chr13	93566607	93636333
ENSMUSG00000021687	chr13	94337454	94422409
ENSMUSG00000021686	chr13	94495093	94703342
ENSMUSG00000021684	chr13	95160559	95386844
ENSMUSG00000021681	chr13	95486122	95511877
ENSMUSG00000021676	chr13	95763682	96028991
ENSMUSG00000021671	chr13	96524784	96554245
ENSMUSG00000021668	chr13	96617196	96679087
ENSMUSG00000021669	chr13	96678994	96776675
ENSMUSG00000021670	chr13	96784218	96830422
ENSMUSG00000021666	chr13	97274139	97317705
ENSMUSG00000021665	chr13	97308656	97334936
ENSMUSG00000021662	chr13	98035103	98343165
ENSMUSG00000021661	chr13	98399562	98411262
ENSMUSG00000021660	chr13	98440863	98453514
ENSMUSG00000009470	chr13	98974996	99069430
ENSMUSG00000021650	chr13	99455891	99481214
ENSMUSG00000052727	chr13	99557954	99653137
ENSMUSG00000021646	chr13	100069907	100152178
ENSMUSG00000021643	chr13	100244513	100251079
ENSMUSG00000021645	chr13	100261344	100274207
ENSMUSG00000021639	chr13	100596290	100629168
ENSMUSG00000021638	chr13	100630334	100689535
ENSMUSG00000021636	chr13	100732464	100753489
ENSMUSG00000021635	chr13	100753667	100788222
ENSMUSG00000021629	chr13	100936795	100970006
ENSMUSG00000021624	chr13	102830041	102876137
ENSMUSG00000034751	chr13	102868994	103471005
ENSMUSG00000032621	chr13	103873352	103911159
ENSMUSG00000021709	chr13	103954462	104058422
ENSMUSG00000021710	chr13	104152369	104246181
ENSMUSG00000021711	chr13	104277855	104315215
ENSMUSG00000021712	chr13	104315281	104340929
ENSMUSG00000021713	chr13	104327093	104365352
ENSMUSG00000021714	chr13	104365051	104388900
ENSMUSG00000021715	chr13	104767297	104954094
ENSMUSG00000021716	chr13	104928992	104975801
ENSMUSG00000021720	chr13	105265278	105431337
ENSMUSG00000021692	chr13	107083602	107098361
ENSMUSG00000021693	chr13	107094384	107158912
ENSMUSG00000032846	chr13	107861152	108026688
ENSMUSG00000021696	chr13	108350937	108423639
ENSMUSG00000021697	chr13	108452866	108544316
ENSMUSG00000021699	chr13	108586482	110092497
ENSMUSG00000021701	chr13	110531015	110537379
ENSMUSG00000032745	chr13	111560466	111626667
ENSMUSG00000032727	chr13	111817513	111855130
ENSMUSG00000021754	chr13	111882962	111945552
ENSMUSG00000021756	chr13	112600604	112646620
ENSMUSG00000021759	chr13	112937278	113005534
ENSMUSG00000016018	chr13	113003660	113064167
ENSMUSG00000021760	chr13	113178829	113183292
ENSMUSG00000021764	chr13	114421982	114524794
ENSMUSG00000021765	chr13	114588731	114595521
ENSMUSG00000015536	chr13	114938656	115094399
ENSMUSG00000021725	chr13	116987380	117162073
ENSMUSG00000021728	chr13	117345072	117414817
ENSMUSG00000021731	chr13	118513808	118523838
ENSMUSG00000025451	chr13	119564882	119594754
ENSMUSG00000021774	chr14	4137593	4187144
ENSMUSG00000021772	chr14	4185693	4198590
ENSMUSG00000012405	chr14	4198250	4201887
ENSMUSG00000021775	chr14	4230545	4266624
ENSMUSG00000021779	chr14	4429815	4809435
ENSMUSG00000017491	chr14	5650540	6041094
ENSMUSG00000017485	chr14	6034301	6104605
ENSMUSG00000021785	chr14	6157630	6220506
ENSMUSG00000021786	chr14	6219955	6231111
ENSMUSG00000021733	chr14	7669819	7767484
ENSMUSG00000021737	chr14	8348762	8357589
ENSMUSG00000021738	chr14	8362441	8508505
ENSMUSG00000053453	chr14	8507876	8521512
ENSMUSG00000033111	chr14	10166275	10185592
ENSMUSG00000021751	chr14	14210395	14244262
ENSMUSG00000021752	chr14	14245311	14277598
ENSMUSG00000021748	chr14	14296739	14304802
ENSMUSG00000033885	chr14	14303440	14371589
ENSMUSG00000021806	chr14	19801298	19861855
ENSMUSG00000021807	chr14	19860368	19873917
ENSMUSG00000021809	chr14	20344688	20367657
ENSMUSG00000021810	chr14	20369558	20398189
ENSMUSG00000021811	chr14	20434706	20438995
ENSMUSG00000021814	chr14	20505328	20530201
ENSMUSG00000021816	chr14	20548406	20596668
ENSMUSG00000034235	chr14	20598980	20691497
ENSMUSG00000099966	chr14	20690945	20694116
ENSMUSG00000097577	chr14	20737296	20753523
ENSMUSG00000021819	chr14	20757617	20773687
ENSMUSG00000021820	chr14	20784942	20844541
ENSMUSG00000021822	chr14	20886722	20893453
ENSMUSG00000021823	chr14	20979449	21083758
ENSMUSG00000021824	chr14	21081510	21102576
ENSMUSG00000021767	chr14	21531502	21722546
ENSMUSG00000021770	chr14	21800599	21848794
ENSMUSG00000021771	chr14	21874266	21895952
ENSMUSG00000021773	chr14	21894274	21899052
ENSMUSG00000021782	chr14	24184021	24295993
ENSMUSG00000007817	chr14	25459304	25667171
ENSMUSG00000021868	chr14	25694522	25707332
ENSMUSG00000055538	chr14	25712065	25769604
ENSMUSG00000021866	chr14	25842547	25887229
ENSMUSG00000021870	chr14	26131857	26256095
ENSMUSG00000021877	chr14	26359168	26386239
ENSMUSG00000021895	chr14	26836856	27125879
ENSMUSG00000021994	chr14	28226495	28249405
ENSMUSG00000015971	chr14	29700294	29728311
ENSMUSG00000015970	chr14	29730856	29763372
ENSMUSG00000015968	chr14	29761896	30213412
ENSMUSG00000021962	chr14	30201492	30249020
ENSMUSG00000021957	chr14	30270156	30299612
ENSMUSG00000021948	chr14	30317307	30349238
ENSMUSG00000052395	chr14	30376300	30431202
ENSMUSG00000006527	chr14	30436806	30544679
ENSMUSG00000006526	chr14	30547538	30599533
ENSMUSG00000021918	chr14	30673318	30714797
ENSMUSG00000021917	chr14	30718991	30723629
ENSMUSG00000021916	chr14	30723326	30734396
ENSMUSG00000021910	chr14	30891327	30938903
ENSMUSG00000021904	chr14	30939808	30952309
ENSMUSG00000021902	chr14	30959636	30973390
ENSMUSG00000021901	chr14	30973011	30984932
ENSMUSG00000021893	chr14	31058544	31100290
ENSMUSG00000021892	chr14	31081837	31158167
ENSMUSG00000021891	chr14	31195297	31217011
ENSMUSG00000021890	chr14	31216356	31231815
ENSMUSG00000021884	chr14	31320681	31363243
ENSMUSG00000021900	chr14	31362977	31423626
ENSMUSG00000014496	chr14	31420725	31552690
ENSMUSG00000021905	chr14	31800910	31807686
ENSMUSG00000021906	chr14	31807307	31825239
ENSMUSG00000056234	chr14	31881822	31902234
ENSMUSG00000013701	chr14	31902119	31924263
ENSMUSG00000021911	chr14	31923881	32020671
ENSMUSG00000054051	chr14	32235451	32302947
ENSMUSG00000021936	chr14	33099855	33169157
ENSMUSG00000021943	chr14	33645273	33659940
ENSMUSG00000021794	chr14	34032583	34067642
ENSMUSG00000021796	chr14	34132687	34225379
ENSMUSG00000021792	chr14	40715104	40735799
ENSMUSG00000021830	chr14	45370900	45458218
ENSMUSG00000021831	chr14	45520541	45556228
ENSMUSG00000021832	chr14	45567215	45587169
ENSMUSG00000053205	chr14	45588529	45660277
ENSMUSG00000021835	chr14	46620250	46636745
ENSMUSG00000015759	chr14	47012208	47025868
ENSMUSG00000055128	chr14	47069494	47114927
ENSMUSG00000021838	chr14	47120050	47343272
ENSMUSG00000021840	chr14	47535723	47561022
ENSMUSG00000021843	chr14	47885857	47977352
ENSMUSG00000021846	chr14	48358198	48519032
ENSMUSG00000021850	chr14	49457045	49482931
ENSMUSG00000097431	chr14	51107709	51122266
ENSMUSG00000115338	chr14	51168473	51190869
ENSMUSG00000021876	chr14	51328534	51343608
ENSMUSG00000021880	chr14	51361365	51369644
ENSMUSG00000053754	chr14	52435550	52495267
ENSMUSG00000022159	chr14	52499215	52517002
ENSMUSG00000016831	chr14	52516587	52533858
ENSMUSG00000022160	chr14	52531551	52542608
ENSMUSG00000022174	chr14	54472936	54491561
ENSMUSG00000010406	chr14	54664360	54668593
ENSMUSG00000022175	chr14	54701489	54709889
ENSMUSG00000022177	chr14	54779241	54798227
ENSMUSG00000022178	chr14	54804787	54815027
ENSMUSG00000022193	chr14	54850776	54855481
ENSMUSG00000022185	chr14	54879618	54924427
ENSMUSG00000022180	chr14	54959630	55019649
ENSMUSG00000022194	chr14	55129957	55136384
ENSMUSG00000022199	chr14	55143761	55150589
ENSMUSG00000053093	chr14	55208141	55232084
ENSMUSG00000022204	chr14	55252861	55261845
ENSMUSG00000022210	chr14	55716198	55727797
ENSMUSG00000022214	chr14	55796976	55808144
ENSMUSG00000022215	chr14	55812992	55814411
ENSMUSG00000022216	chr14	55815190	55822034
ENSMUSG00000022217	chr14	55818973	55822847
ENSMUSG00000010376	chr14	55899715	55910069
ENSMUSG00000007589	chr14	55912145	55919475
ENSMUSG00000022219	chr14	55991507	55996099
ENSMUSG00000022223	chr14	56134733	56137750
ENSMUSG00000054509	chr14	56812957	56897255
ENSMUSG00000021938	chr14	56958166	57015804
ENSMUSG00000100017	chr14	57049369	57051356
ENSMUSG00000021945	chr14	57123895	57204966
ENSMUSG00000021947	chr14	57512450	57636014
ENSMUSG00000021951	chr14	57785580	57809069
ENSMUSG00000021952	chr14	57814978	57902887
ENSMUSG00000021959	chr14	57926960	57995845
ENSMUSG00000021963	chr14	58035614	58044095
ENSMUSG00000021967	chr14	58063648	58066757
ENSMUSG00000021969	chr14	58070038	58127812
ENSMUSG00000021973	chr14	58153706	58236767
ENSMUSG00000035469	chr14	59432107	59486036
ENSMUSG00000021981	chr14	59678022	59823213
ENSMUSG00000021982	chr14	59796836	59835449
ENSMUSG00000021987	chr14	60502558	60540442
ENSMUSG00000021990	chr14	60871450	61002005
ENSMUSG00000021993	chr14	61021993	61144530
ENSMUSG00000021928	chr14	61569191	61597909
ENSMUSG00000021929	chr14	61601398	61677662
ENSMUSG00000021930	chr14	61769292	61794339
ENSMUSG00000097589	chr14	61805667	61921335
ENSMUSG00000021932	chr14	62530038	62630559
ENSMUSG00000035161	chr14	62913779	62998666
ENSMUSG00000014547	chr14	63075127	63198961
ENSMUSG00000021939	chr14	63358384	63383372
ENSMUSG00000021273	chr14	63382189	63417027
ENSMUSG00000035078	chr14	63757100	63781463
ENSMUSG00000035067	chr14	63843495	64058258
ENSMUSG00000021958	chr14	64097742	64157309
ENSMUSG00000054733	chr14	64357410	64693352
ENSMUSG00000021972	chr14	65049048	65187349
ENSMUSG00000021975	chr14	65187487	65277298
ENSMUSG00000021978	chr14	65287059	65387357
ENSMUSG00000007989	chr14	65429573	65499933
ENSMUSG00000034522	chr14	65595537	65636384
ENSMUSG00000022031	chr14	65767898	65830550
ENSMUSG00000022032	chr14	65903844	66002275
ENSMUSG00000022033	chr14	66041114	66055276
ENSMUSG00000022035	chr14	66074375	66106063
ENSMUSG00000034463	chr14	66156569	66191401
ENSMUSG00000022037	chr14	66190200	66218999
ENSMUSG00000022040	chr14	66319338	66362011
ENSMUSG00000022043	chr14	66534433	66548873
ENSMUSG00000022048	chr14	67040313	67148522
ENSMUSG00000022051	chr14	67222678	67246356
ENSMUSG00000022052	chr14	67251505	67310148
ENSMUSG00000022053	chr14	67470736	67668394
ENSMUSG00000034327	chr14	67953386	67979759
ENSMUSG00000034248	chr14	69479297	69522561
ENSMUSG00000034205	chr14	69846209	69933283
ENSMUSG00000034194	chr14	69932341	69945063
ENSMUSG00000034190	chr14	69950327	69970030
ENSMUSG00000022089	chr14	70337537	70377516
ENSMUSG00000033712	chr14	70375366	70391320
ENSMUSG00000022090	chr14	70399116	70415130
ENSMUSG00000022091	chr14	70417916	70449438
ENSMUSG00000022092	chr14	70454485	70526989
ENSMUSG00000022094	chr14	70540678	70588914
ENSMUSG00000022098	chr14	70711689	70758178
ENSMUSG00000033589	chr14	70782657	70786393
ENSMUSG00000022095	chr14	70820724	70837336
ENSMUSG00000022099	chr14	70838029	70873611
ENSMUSG00000022100	chr14	70891686	71004113
ENSMUSG00000033487	chr14	72775385	72948238
ENSMUSG00000022106	chr14	73360477	73445338
ENSMUSG00000022105	chr14	73421113	73563507
ENSMUSG00000033446	chr14	73475335	73480734
ENSMUSG00000022108	chr14	73566774	73622874
ENSMUSG00000022109	chr14	73747445	73756299
ENSMUSG00000022110	chr14	73762759	73834335
ENSMUSG00000021996	chr14	74969722	74989991
ENSMUSG00000021998	chr14	75367978	75468289
ENSMUSG00000022000	chr14	75521730	75583396
ENSMUSG00000034893	chr14	75939783	75992018
ENSMUSG00000022003	chr14	75997556	76024490
ENSMUSG00000022008	chr14	76323674	76348269
ENSMUSG00000022009	chr14	76348317	76375070
ENSMUSG00000022010	chr14	76652173	76745260
ENSMUSG00000022012	chr14	77393242	77959206
ENSMUSG00000022013	chr14	78058020	78112618
ENSMUSG00000022014	chr14	78112017	78240097
ENSMUSG00000022016	chr14	78729683	78774300
ENSMUSG00000034731	chr14	78796190	78970526
ENSMUSG00000022018	chr14	79526185	79539085
ENSMUSG00000022020	chr14	79562709	79628229
ENSMUSG00000022023	chr14	79696811	79719828
ENSMUSG00000022024	chr14	79824750	79872651
ENSMUSG00000097927	chr14	80074152	80243766
ENSMUSG00000022021	chr14	86892790	87378707
ENSMUSG00000022019	chr14	87653452	87782953
ENSMUSG00000055421	chr14	93250846	94128152
ENSMUSG00000055639	chr14	98024289	98407201
ENSMUSG00000033186	chr14	99271488	99283740
ENSMUSG00000022070	chr14	99283627	99311976
ENSMUSG00000033166	chr14	99309595	99337773
ENSMUSG00000022064	chr14	99336858	99492531
ENSMUSG00000054391	chr14	100450563	100482775
ENSMUSG00000033083	chr14	101679135	101846739
ENSMUSG00000022111	chr14	101891175	101935431
ENSMUSG00000033060	chr14	101967150	102172147
ENSMUSG00000098557	chr14	103214017	103220073
ENSMUSG00000022125	chr14	103307652	103318635
ENSMUSG00000022124	chr14	103317168	103337198
ENSMUSG00000033004	chr14	103350847	103584277
ENSMUSG00000022122	chr14	104052053	104081900
ENSMUSG00000022120	chr14	104714969	104760146
ENSMUSG00000022119	chr14	105344171	105415075
ENSMUSG00000053253	chr14	105496008	105546732
ENSMUSG00000115149	chr14	105826761	105869492
ENSMUSG00000022114	chr14	106128766	106136446
ENSMUSG00000022112	chr14	115329647	116762591
ENSMUSG00000022130	chr14	118349063	118370209
ENSMUSG00000022131	chr14	118374388	118401991
ENSMUSG00000032849	chr14	118720103	118943924
ENSMUSG00000022132	chr14	119025320	119112901
ENSMUSG00000022136	chr14	119175317	119219115
ENSMUSG00000022139	chr14	120512932	120669110
ENSMUSG00000025555	chr14	121272534	121524535
ENSMUSG00000025558	chr14	121779451	122035272
ENSMUSG00000025544	chr14	122344412	122397016
ENSMUSG00000025545	chr14	122419093	122639650
ENSMUSG00000055737	chr15	3347235	3613024
ENSMUSG00000022184	chr15	3993045	4009219
ENSMUSG00000022186	chr15	4055638	4184828
ENSMUSG00000022151	chr15	5214832	5251802
ENSMUSG00000022150	chr15	6329269	6470196
ENSMUSG00000022148	chr15	6552334	6692794
ENSMUSG00000022146	chr15	6843053	6904450
ENSMUSG00000054263	chr15	7120095	7226970
ENSMUSG00000115497	chr15	7790195	7790473
ENSMUSG00000022142	chr15	8138757	8190733
ENSMUSG00000022141	chr15	8319309	8473990
ENSMUSG00000022253	chr15	9071264	9110979
ENSMUSG00000054115	chr15	9111327	9155512
ENSMUSG00000022247	chr15	10474862	10486108
ENSMUSG00000022248	chr15	10486033	10499149
ENSMUSG00000022246	chr15	10569055	10715959
ENSMUSG00000022244	chr15	10981827	10996712
ENSMUSG00000022241	chr15	11382387	11399775
ENSMUSG00000022206	chr15	11839982	11907373
ENSMUSG00000022205	chr15	11955397	12011082
ENSMUSG00000022201	chr15	12117613	12185771
ENSMUSG00000022200	chr15	12321506	12351691
ENSMUSG00000022197	chr15	12359797	12740193
ENSMUSG00000022195	chr15	12806015	12824768
ENSMUSG00000022191	chr15	12824839	12935474
ENSMUSG00000022272	chr15	25622611	25813759
ENSMUSG00000022270	chr15	25843226	25973773
ENSMUSG00000052253	chr15	25984452	25998568
ENSMUSG00000022265	chr15	27466558	27598709
ENSMUSG00000056069	chr15	27644618	27681996
ENSMUSG00000022263	chr15	27730737	28026029
ENSMUSG00000022240	chr15	30172668	31029959
ENSMUSG00000022237	chr15	31275900	31368250
ENSMUSG00000022236	chr15	31441355	31453883
ENSMUSG00000022235	chr15	31565491	31590268
ENSMUSG00000022234	chr15	31588834	31601959
ENSMUSG00000022231	chr15	32244919	32696487
ENSMUSG00000022261	chr15	32920699	33035213
ENSMUSG00000022255	chr15	34082368	34146026
ENSMUSG00000022257	chr15	34238174	34290624
ENSMUSG00000022324	chr15	34306614	34437573
ENSMUSG00000022323	chr15	34480836	34495430
ENSMUSG00000022325	chr15	34495449	34530794
ENSMUSG00000022329	chr15	34874700	35179067
ENSMUSG00000022330	chr15	35296196	35303673
ENSMUSG00000014313	chr15	35923634	35938392
ENSMUSG00000022280	chr15	36240079	36283310
ENSMUSG00000013611	chr15	36504208	36555737
ENSMUSG00000022283	chr15	36595902	36609912
ENSMUSG00000022285	chr15	36770975	36797340
ENSMUSG00000022292	chr15	37924196	37961562
ENSMUSG00000022295	chr15	38645103	38697011
ENSMUSG00000022297	chr15	38869243	38901584
ENSMUSG00000054196	chr15	38940246	38950518
ENSMUSG00000022299	chr15	38954620	38976159
ENSMUSG00000022300	chr15	38976260	39010272
ENSMUSG00000022304	chr15	39631883	39720866
ENSMUSG00000022305	chr15	39733983	39807415
ENSMUSG00000022306	chr15	40518278	40970261
ENSMUSG00000022307	chr15	41310698	41725454
ENSMUSG00000022309	chr15	42288058	42540417
ENSMUSG00000022336	chr15	43110856	43146174
ENSMUSG00000022337	chr15	43340596	43396596
ENSMUSG00000022338	chr15	44290742	44302677
ENSMUSG00000022339	chr15	44482454	44507973
ENSMUSG00000022312	chr15	51647088	51728940
ENSMUSG00000022314	chr15	51825636	51855179
ENSMUSG00000022425	chr15	54701324	54816288
ENSMUSG00000022419	chr15	54975710	55122667
ENSMUSG00000022371	chr15	55171140	55384199
ENSMUSG00000022370	chr15	55385722	55421144
ENSMUSG00000022369	chr15	55420767	55489819
ENSMUSG00000022366	chr15	57107163	57341021
ENSMUSG00000022365	chr15	57731819	57755879
ENSMUSG00000022364	chr15	57775464	57833463
ENSMUSG00000101892	chr15	57881251	57897766
ENSMUSG00000022361	chr15	57910399	57940136
ENSMUSG00000022360	chr15	57957440	57998516
ENSMUSG00000022359	chr15	58004714	58022061
ENSMUSG00000022358	chr15	58039275	58078741
ENSMUSG00000022354	chr15	58805594	58814819
ENSMUSG00000022353	chr15	58813080	58954337
ENSMUSG00000022351	chr15	59186869	59203043
ENSMUSG00000022350	chr15	59202427	59246061
ENSMUSG00000032501	chr15	59520147	59528948
ENSMUSG00000022346	chr15	61857227	61862223
ENSMUSG00000022378	chr15	63799598	63932704
ENSMUSG00000022377	chr15	63958706	64254936
ENSMUSG00000015002	chr15	65658857	65746040
ENSMUSG00000013846	chr15	66974724	67048690
ENSMUSG00000022335	chr15	67954443	68130750
ENSMUSG00000022332	chr15	68799654	68978990
ENSMUSG00000022607	chr15	73076832	73295129
ENSMUSG00000022598	chr15	74586682	74588918
ENSMUSG00000034634	chr15	74633902	74635597
ENSMUSG00000022587	chr15	74826860	74847454
ENSMUSG00000022579	chr15	75468474	75471331
ENSMUSG00000022575	chr15	75733974	75739257
ENSMUSG00000022574	chr15	75762805	75766413
ENSMUSG00000055762	chr15	75766054	75782564
ENSMUSG00000022571	chr15	75787846	75793424
ENSMUSG00000022570	chr15	75793809	75801685
ENSMUSG00000022568	chr15	75919007	75941648
ENSMUSG00000022565	chr15	76055174	76116774
ENSMUSG00000022564	chr15	76130687	76134119
ENSMUSG00000022562	chr15	76180784	76215660
ENSMUSG00000034259	chr15	76211591	76214877
ENSMUSG00000022561	chr15	76215413	76219107
ENSMUSG00000022551	chr15	76227204	76230462
ENSMUSG00000022552	chr15	76230571	76235948
ENSMUSG00000022553	chr15	76234798	76238580
ENSMUSG00000022558	chr15	76264450	76337258
ENSMUSG00000022557	chr15	76337155	76362079
ENSMUSG00000022556	chr15	76361558	76388138
ENSMUSG00000022555	chr15	76385083	76396476
ENSMUSG00000022559	chr15	76419921	76423009
ENSMUSG00000022560	chr15	76422309	76432076
ENSMUSG00000022550	chr15	76460525	76480036
ENSMUSG00000034022	chr15	76480003	76491865
ENSMUSG00000115987	chr15	76506273	76510292
ENSMUSG00000053929	chr15	76527589	76541171
ENSMUSG00000033819	chr15	76553096	76579129
ENSMUSG00000116138	chr15	76605415	76608075
ENSMUSG00000033697	chr15	76608183	76702376
ENSMUSG00000022526	chr15	76735489	76755712
ENSMUSG00000055041	chr15	76784109	76786223
ENSMUSG00000033565	chr15	76963189	77191303
ENSMUSG00000022443	chr15	77644785	77726381
ENSMUSG00000016554	chr15	77843137	77855332
ENSMUSG00000016637	chr15	78041546	78058331
ENSMUSG00000033287	chr15	78312487	78323510
ENSMUSG00000022440	chr15	78407546	78415616
ENSMUSG00000033220	chr15	78443367	78457429
ENSMUSG00000018008	chr15	78476060	78506228
ENSMUSG00000033170	chr15	78659324	78687260
ENSMUSG00000033128	chr15	78761358	78778787
ENSMUSG00000022436	chr15	78782797	78796261
ENSMUSG00000033099	chr15	78819120	78827838
ENSMUSG00000033088	chr15	78831924	78891929
ENSMUSG00000033055	chr15	78937294	78947141
ENSMUSG00000033047	chr15	78959372	78978606
ENSMUSG00000033039	chr15	78992983	79021169
ENSMUSG00000033020	chr15	79025209	79038096
ENSMUSG00000018126	chr15	79142383	79169737
ENSMUSG00000009035	chr15	79243507	79287778
ENSMUSG00000022433	chr15	79302046	79339771
ENSMUSG00000010830	chr15	79400596	79411940
ENSMUSG00000055065	chr15	79411918	79430970
ENSMUSG00000022428	chr15	79543387	79553340
ENSMUSG00000022427	chr15	79555059	79567316
ENSMUSG00000022426	chr15	79557597	79572120
ENSMUSG00000022420	chr15	79645649	79662050
ENSMUSG00000009585	chr15	79775860	79800206
ENSMUSG00000053411	chr15	79800001	79855320
ENSMUSG00000022415	chr15	79975353	80005062
ENSMUSG00000022414	chr15	80017318	80046082
ENSMUSG00000022412	chr15	80118149	80138322
ENSMUSG00000022407	chr15	80832518	80855148
ENSMUSG00000022404	chr15	81203110	81245117
ENSMUSG00000022403	chr15	81246186	81284287
ENSMUSG00000022401	chr15	81283924	81341683
ENSMUSG00000022400	chr15	81350467	81360571
ENSMUSG00000055024	chr15	81469540	81537206
ENSMUSG00000022394	chr15	81548088	81572516
ENSMUSG00000022391	chr15	81587735	81629749
ENSMUSG00000022390	chr15	81628932	81680485
ENSMUSG00000022389	chr15	81686622	81711064
ENSMUSG00000022477	chr15	81756271	81799343
ENSMUSG00000022476	chr15	81772428	81810480
ENSMUSG00000022474	chr15	81835302	81845145
ENSMUSG00000022471	chr15	81871931	81924291
ENSMUSG00000022472	chr15	81876716	81918063
ENSMUSG00000022463	chr15	82031382	82093201
ENSMUSG00000022453	chr15	82213733	82223126
ENSMUSG00000022452	chr15	82223160	82235678
ENSMUSG00000022450	chr15	82234340	82238523
ENSMUSG00000022445	chr15	82674300	82678509
ENSMUSG00000018040	chr15	82997587	83007002
ENSMUSG00000018042	chr15	83037695	83056793
ENSMUSG00000054277	chr15	83183321	83234595
ENSMUSG00000016664	chr15	83258424	83348819
ENSMUSG00000016758	chr15	83411056	83428836
ENSMUSG00000016757	chr15	83457648	83479403
ENSMUSG00000016763	chr15	83486786	83609245
ENSMUSG00000022437	chr15	84076416	84101477
ENSMUSG00000022438	chr15	84116232	84199889
ENSMUSG00000016619	chr15	84807527	84827165
ENSMUSG00000022435	chr15	84901335	84906761
ENSMUSG00000016541	chr15	85213498	85348594
ENSMUSG00000116305	chr15	85529788	85595393
ENSMUSG00000022383	chr15	85618656	85687067
ENSMUSG00000022386	chr15	85763485	85783225
ENSMUSG00000016028	chr15	85783126	85918438
ENSMUSG00000022387	chr15	88571232	88618518
ENSMUSG00000034333	chr15	88635830	88668721
ENSMUSG00000015363	chr15	88959036	88971282
ENSMUSG00000022613	chr15	89218601	89221218
ENSMUSG00000022614	chr15	89235204	89239916
ENSMUSG00000008690	chr15	89239895	89257056
ENSMUSG00000022617	chr15	89310563	89314139
ENSMUSG00000022623	chr15	89383826	89444464
ENSMUSG00000022621	chr15	89466732	89476336
ENSMUSG00000052560	chr15	90371668	90564186
ENSMUSG00000022629	chr15	90817437	90934218
ENSMUSG00000022634	chr15	93181692	93235077
ENSMUSG00000022635	chr15	93283257	93296230
ENSMUSG00000022451	chr15	94475822	94487810
ENSMUSG00000097536	chr15	96032698	96183965
ENSMUSG00000033237	chr15	96184638	96302873
ENSMUSG00000033228	chr15	96309580	96358874
ENSMUSG00000022462	chr15	96585266	96597894
ENSMUSG00000022464	chr15	96892693	96958593
